|condition|elevator|energy_class|floor|housetype|neighborhood|price|price_per_square_meter|number_of_rooms|rooms|square_meters|year
1973|hyvä|on|G|2/6|kt|Kallio|392000|6323|3|h+k|62,00|1961
1974|tyyd.|on|E2007|5/5|kt|Mellunmäki|142000|2152|3|h, k|66,00|1970
1975|tyyd.|ei|F2013|1/3|kt|Pukinmäki|196000|2649|3|h, k, s, lasit...|74,00|1978
1976|hyvä|ei||3/4|kt|Lauttasaari|575000|5750|3|h, k, s, vh, 2...|100,00|1947
1977|hyvä|on|D|3/5|kt|Kruununhaka|800000|6202|3|-4 huonetta, k...|129,00|1911
1978|hyvä|on|E2007|3/7|kt|Puotinharju|165000|2426|3|h, k, kph, par...|68,00|1962
1979|tyyd.|ei|D2007|3/3|kt|Lassila|231500|3404|3|h,k,kph,lasite...|68,00|1982
1980|tyyd.|ei||6/9|kt|Lauttasaari, vattuniemi|285000|4161|3|h+k+lasitettu ...|68,50|1974
1981|hyvä|on||1/3|kt|Itäkeskus|219400|2868|3|h, avok, kph, ...|76,50|1985
1982|hyvä|on|F2007|3/10|kt|Pohjois-haaga|291200|4412|3|h, k, lasitett...|66,00|1956
1983|tyyd.|on|G|3/5|kt|Roihuvuori|196000|2800|3| h,k, kph, vh, p|70,00|1965
1984|tyyd.|on||5/6|kt|Alppiharju|339000|4581|3|h+k+kph+las.pa...|74,00|1970
1985|hyvä|ei||-1/5|kt|Hietalahti|456000|6104|3|h+avok.+kph+s+...|74,70|1902
1986|hyvä|on|E2014|4/8|kt|Eira|949000|9733|3|h, avok, kph, ...|97,50|2007
1987|tyyd.|ei||2/3|kt|Oulunkylä|219000|3221|3|h, k, kph/wc, ...|68,00|1967
1988|hyvä|ei||2/3|kt|Malminkartano|210000|2781|3|h+k+kph-s+eril...|75,50|1984
1989|hyvä|on|F2017|4/5|kt|Kruununhaka|685000|7527|2|-3h, k, kph, p...|91,00|1912
1990|tyyd.|on||2/6|kt|Reimarla|182000|2510|3|h, k, sauna, k...|72,50|1980
1991|tyyd.|on|G|5/6|kt|Koskela|180500|2436|3|h, k, kph, vh,...|74,10|1973
1992|tyyd.|ei||2/5|kt|Punavuori|821600|7900|3|h,k|104,00|1904
1993|hyvä|on|A2007|3/4|kt|Oulunkylä|330000|5197|3| h, kt, kh, p|63,50|2015
1994|hyvä|ei||3/3|kt|Konala|166000|2423|3|h+k+kph-wc+las...|68,50|1968
1995|hyvä|ei||2/3|kt|Vuosaari|195000|2786|3|h, k, kph, par...|70,00|1967
1996|hyvä|on|D|2/3|kt|Vuosaari|205000|2662|3|h, k, s, eril....|77,00|1991
1997|tyyd.|ei||1/1|rt|Länsi-pakila|293000|3407|3| h+ k+ kph+ s+...|86,00|1988
1998|tyyd.|ei|E2007|2/4|kt|Pohjois-Meilahti|336000|5843|3|h, avok, kph, ...|57,50|1941
1999|hyvä|on|D|2/4|kt|Tapanila|270000|3293|3|h+k+kph+s+WC+2...|82,00|2006
2000|tyyd.|ei|E|-1/2|rt|Tapanila|205000|2398|3|h+k+kph+s+khh+...|85,50|2003
2001|hyvä|ei|C|-1/2|rt|Honkasuo|250590|3606|3|h, kt, s, kph,...|69,50|2018
2002|hyvä|on|F2007|2/5|kt|Mellunmäki|165000|2185|3|h, keittiö...|75,50|1973
2003|hyvä|on|C2007|6/8|kt|Punavuori|549000|7224|3|h, kk, s|76,00|2002
2004|tyyd.|on|G|6/8|kt|Itä-pasila|275600|3301|3|-4-h,k,parveke|83,50|1974
2005|tyyd.|ei|G2012|1/3|kt|Puotinharju|121000|2017|3|h, k, kh, p|60,00|1966
2006|tyyd.|ei|F2007|2/3|kt|Puotila|175000|2397|3|h, k, kph, p|73,00|1974
2007|hyvä|ei||1/2|rt|Pihlajamäki|258000|3185|3|h, k, s/kph, e...|81,00|1982
2008|huono|on|F2007|2/4|kt|Yliskylä|189000|3000|3|h+k|63,00|1965
2009|hyvä|ei||3/4|kt|Munkkiniemi|468000|6500|3|-2h,k,kph,lasi...|72,00|1962
2010|tyyd.|ei|E2007|1/5|kt|Vuosaari|173000|2621|3|h+k+kph+parv|66,00|1965
2011|hyvä|on||3/6|kt|Roihuvuori|274900|4073|3|h, kt|67,50|2017
2012|tyyd.|ei|D2007|1/2|rt|Malmi|215000|2792|3| h, k, wc, kh,...|77,00|1987
2013|hyvä|ei|C|7/7|kt|Aurinkolahti|397170|5594|3|h,kt,s|71,00|2017
2014|tyyd.|on|E|3/4|kt|Kivihaka|259500|3956|2| mh, oh, k, kp...|65,60|1961
2015|hyvä|on||3/6|kt|Roihuvuori|281900|4056|3|h, kt, s|69,50|2017
2016|tyyd.|ei||2/4|kt|Roihuvuori|220630|3043|3|h,kk,rt|72,50|1956
2017|tyyd.|on||4/4|kt|Kannelmäki|172000|2309|3|h, avok, kph, ...|74,50|1978
2018|hyvä|on||2/4|kt|Viikki|285000|3608|3|h, k, erill.wc...|79,00|2011
2019|hyvä|on||1/5|kt|Roihuvuori|271900|3912|3|h, kk|69,50|2017
2020|hyvä|on||4/6|kt|Roihuvuori|285900|4114|3|h, kt, s|69,50|2017
2021|tyyd.|ei|G|1/3|kt|Pohjois-haaga|269000|4339|3|h, k, vh, lasi...|62,00|1957
2022|hyvä|on||5/6|kt|Roihuvuori|284900|4221|3|h, kt|67,50|2017
2023|hyvä|on|E|7/7|kt|Kallio|410000|6074|3|h,avok, kph,vh|67,50|1929
2024|hyvä|ei||1/5|kt|Vuosaari|182500|2656|3|h, wc, kh, iso...|68,70|1964
2025|tyyd.|ei|F|3/3|kt|Malminkartano|168000|2333|3|h,k,s|72,00|1987
2026|hyvä|on|F2007|3/5|kt|Etu-Töölö|740000|7241|3| h, k, kph, vh...|102,20|1912
2027|tyyd.|on|G|3/5|kt|Lauttasaari|325000|4514|3|h, halli, k ja...|72,00|1940
2028|hyvä|on|C|3/6|kt|Viikki|302000|4027|3| h, avokeitti&...|75,00|2004
2029|hyvä|on|F2007|8/8|kt|Kontula|185000|2372|3|h,k,kph,wc,p|78,00|1965
2030|hyvä|ei||1/1|rt|Konala|278000|3808|3|h, avok, kph, ...|73,00|1971
2031|hyvä|on||3/6|kt|Pitäjänmäki|193000|2428|3|h, k, s, kph-w...|79,50|1973
2032|hyvä|on|B2007|4/6|kt|Lauttasaari|544500|6681|3| h, k, s, p|81,50|2012
2033|hyvä|on|D2007|6/6|kt|Munkkiniemi|330016|4000|3|h, k, parveke|82,50|1938
2034|tyyd.|on|F2007|3/6|kt|Vuosaari|162000|2160|3|h+k+eteinen+te...|75,00|1971
2035|hyvä|on|C|4/8|kt|Etu-Töölö|693000|7412|3|h, k, s, parveke|93,50|2016
2036|hyvä|ei|D|1/2|rt|Vesala|270000|2398|3|-4 huonetta|112,60|1978
2037|hyvä|ei|F2007|2/2|rt|Suutarila|226000|2935|3|h, k, s|77,00|1983
2038|hyvä|ei||3/3|kt|Malmi|195000|3023|3|h, k, s|64,50|1987
2039|tyyd.|on|E|5/5|kt|Vuosaari|176000|2514|3|h, k, kph, p, ...|70,00|1968
2040|hyvä|on|E2007|5/6|kt|Munkkivuori|350000|4930|3|-4 h, k, kph, ...|71,00|1959
2041|tyyd.|ei|F|1/2|rt|Länsi-pakila|264500|3623||lakerta 47m2: ...|73,00|1997
2042|tyyd.|on||2/7|kt|Kallio|260000|3333|3|h+k+kph|78,00|1963
2043|hyvä|on|E2007|2/6|kt|Kallio|348000|6960|3|h+avok.+kh|50,00|1939
2044|hyvä|ei|E|2/3|kt|Tapanila|215000|2886|3|h, k, s, p ja ...|74,50|1988
2045|hyvä|on|E|6/6|kt|Lauttasaari|433500|5630|3| h, k, p|77,00|1973
2046|tyyd.|ei||-1/2|rt|Vesala|205000|2455|3|h+k+s|83,50|1985
2047|tyyd.|on|G|4/4|kt|Lauttasaari|382000|4416|3|h, k, kph, wc,...|86,50|1969
2048|tyyd.|on|G|4/9|kt|Kontula|120000|1846|3| h+k+kph+vh+pa...|65,00|1969
2049|tyyd.|ei|F|3/3|kt|Oulunkylä|213000|2958|3|h, iso keitti&...|72,00|1977
2050|tyyd.|ei|F|1/3|kt|Siltamäki|149000|1851|2| mh, oh, k, kp...|80,50|1969
2051|hyvä|ei|C2007|1/4|kt|Kruununhaka|572000|6976|3|h, k, halli, k...|82,00|1926
2052|hyvä|ei|C|1/2|rt|Siltamäki|279000|4227|3|h, ak, s/ph, w...|66,00|2017
2053|hyvä|on|F|5/7|kt|Lauttasaari|486000|6658|3| h, avok, kph,...|73,00|2008
2054|hyvä|on||1/7|kt|Eira|1255000|9843|3|h, avok, 2 kph...|127,50|2008
2055|hyvä|on|E2007|1/5|kt|Mellunmäki|145000|2164|3|h+k+kph+s+eril...|67,00|1970
2056|hyvä|ei|F|1/1|rt|Paloheinä|345000|4367|3|h, k, s, kph, ...|79,00|1989
2057|hyvä|on|E2007|-1/2|kt|Punavuori|619000|5430|3|h, avok, 2xkph...|114,00|1912
2058|hyvä|on|B|2/5|kt|Aurinkolahti|350000|5738|3|h, avok, s, la...|61,00|2012
2059|hyvä|on|D|4/7|kt|Sörnäinen|267000|3898|3|h+k+kph+las.pa...|68,50|1965
2060|hyvä|ei||4/4|kt|Eira|730000|9759|3|h, k, kph, vh|74,80|1910
2061|hyvä|ei||2/5|kt|Taka-töölö|380000|5000|2|-3 h,keitti...|76,00|1913
2062|hyvä|on|C|3/7|kt|Jätkäsaari|986000|9130|3|(4)h+kt+Sauna+...|108,00|2016
2063|hyvä|on|F2007|2/4|kt|Ullanlinna|610000|7439|3| h, k, kh, eri...|82,00|1927
2064|hyvä|on||5/5|kt|Aurinkolahti|449330|5049|3|-4h, k, s, ter...|89,00|2016
2065|hyvä|ei|C|1/1|rt|Paloheinä|570000|5758|3| h, avok., kph...|99,00|2015
2066|hyvä|ei|F|1/4|kt|Oulunkylä|264000|4328|3|h, avok., vh, ...|61,00|1956
2067|tyyd.|ei|D2007|2/4|kt|Etelä-haaga|318000|4892|3|h,k,p|65,00|1961
2068|tyyd.|ei|F|2/3|kt|Kannelmäki|166000|2515|3|h, k, kph, p|66,00|1962
2069|hyvä|on|D2007|1/4|kt|Kannelmäki|179000|2712|3|h, k, vh, kph ...|66,00|1978
2070|tyyd.|ei||2/2|kt|Konala|190000|2794|3|h, k, kph, vh,...|68,00|1985
2071|hyvä|on||2/5|kt|Vuosaari|190000|2766|3|h+k+parveke|68,70|1964
2072|hyvä|on||7/7|kt|Myllypuro|187000|2671|3|h, k|70,00|1964
2073|hyvä|on|E|2/7|kt|Lauttasaari|300000|4196|3|h, avok, kph, ...|71,50|1977
2074|tyyd.|ei|F|2/3|kt|Malmi|180000|2500|3| h, k, kh, vh, p|72,00|1984
2075|hyvä|ei||2/4|kt|Lauttasaari|245000|3403|3|h, k, län...|72,00|1963
2076|tyyd.|ei||2/4|kt|Lauttasaari|255000|3542|3|h, k, län...|72,00|1963
2077|tyyd.|ei||2/4|kt|Munkkivuori|333000|4500|3|h, k, rt, kph, p|74,00|1956
2078|hyvä|ei|F|1/3|kt|Vuosaari|189000|2537|3|h, k, rt, kph,...|74,50|1991
2079|tyyd.|ei|F|2/2|kt|Myllypuro|187400|2499|3|h, k, kph, eri...|75,00|1987
2080|tyyd.|ei||1/2|rt|Tapulikaupunki|223000|2823|3|h, k, rt, eril...|79,00|1978
2081|hyvä|on|F|5/7|kt|Lauttasaari|515000|6438|3|h, k, s, kph, ...|80,00|2008
2082|tyyd.|ei|E2007|4/4|kt|Käpylä|325000|3869|3|-4 h, k, halli...|84,00|1928
2083|hyvä|on|D2007|4/6|kt|Etu-Töölö|668000|6816|3|h, k, kph, wc|98,00|1923
2084|hyvä|on|C|5/6|kt|Lauttasaari|701000|6645|3|h+kt+s|105,50|2016
2085|hyvä|ei|F|2/4|kt|Oulunkylä|249000|4654|3| h, avok, kh, ...|53,50|1956
2086|hyvä|ei||1/3|kt|Käpylä|270000|4737|3|h+kk+kph+parveke|57,00|1946
2087|hyvä|ei|C|-1/2|kt|Honkasuo|250590|3606|3|h, kt, s, kph,...|69,50|2018
2088|hyvä|ei|C|-1/2|kt|Honkasuo|250590|3606|3|h, kt, s, kph,...|69,50|2018
2089|hyvä|ei|C|-1/2|kt|Honkasuo|250590|3606|3|h, kt, s, kph,...|69,50|2018
2090|tyyd.|ei|D2007|1/4|kt|Malmi|168000|2270|3|h, k, kph, piha|74,00|1980
2091|tyyd.|on|F|6/6|kt|Ullanlinna|521850|6912|3|h, k, kph, wc, p|75,50|1973
2092|hyvä|ei||2/2|kt|Munkkiniemi|598000|4862|3|h, k, parveke,...|123,00|1957
2093|hyvä|ei|G|3/3|kt|Pohjois-haaga|265000|4274|3|h, k, kph, vh,...|62,00|1957
2094|tyyd.|ei|E2007|1/3|kt|Pajamäki|232000|3683|3|h, k, kph, par...|63,00|1958
2095|tyyd.|ei||1/2|rt|Käpylä|300000|4688|2|h+k|64,00|1923
2096|tyyd.|on|F|3/6|kt|Laakso|345000|5308|3| h, k, kp, par...|65,00|1938
2097|hyvä|on||6/6|kt|Roihuvuori|296900|4272|3|h, kt, s|69,50|2017
2098|hyvä|on||1/4|kt|Pohjois-Meilahti|410000|5734|3|h, k, lasit.p|71,50|1965
2099|hyvä|ei|F|3/4|kt|Kruununhaka|508300|6475|3|h, k, kph/wc, vh|78,50|1906
2100|hyvä|ei||3/3|kt|Pikku huopalahti|388000|4881|3|h,k,s,kph, wc,...|79,50|1995
2101|hyvä|on|F|4/5|kt|Vallila|419400|5115|3|h,k,s,kh,lasit...|82,00|2013
2102|tyyd.|ei|E2007|-1/2|rt|Mellunkylä|195000|2335|3|h, k, kph, s, ...|83,50|1985
2103|huono|on||4/6|kt|Kaartinkaupunki|580000|6744|3|h+palv.h+kk+kp...|86,00|1936
2104|hyvä|ei|D|1/1|rt|Laajasalo|368000|3119|3|h, k, s, parv,...|118,00|1981
2105|hyvä|on|G|2/6|kt|Munkkiniemi|325000|5652|3|h, kk, kph, ra...|57,50|1957
2106|tyyd.|on|E|8/8|kt|Roihuvuori|168000|2471|3|h, k, kph, vh,...|68,00|1965
2107|hyvä|ei|E2007|2/3|kt|Vuosaari|200000|2857|3|h, k|70,00|1966
2108|hyvä|ei|F|2/3|kt|Kivihaka|279000|3875|3|h+k+vh+sauna+k...|72,00|1978
2109|hyvä|on||3/3|kt|Ullanlinna|745000|9613|2|-3h, avok, kph...|77,50|1928
2110|hyvä|on||4/5|kt|Ullanlinna|595000|7628|3|h, avok, kph, s|78,00|2006
2111|tyyd.|on||1/6|kt|Taka-töölö|445000|5235|2|h, k, 2 alkovi...|85,00|1927
2112|hyvä|ei|C|-1/2|kt|Honkasuo|250590|3606|3|h, kt, s, kph,...|69,50|2018
2113|tyyd.|on||7/14|kt|Merihaka|270000|5143|3|h+k+parv. (Yj....|52,50|1975
2114|tyyd.|on||5/6|kt|Keski-Töölö|440000|6822|3|h+kk+kh+wc|64,50|1913
2115|tyyd.|on|E2007|4/4|kt|Itäkeskus|189736|2897|3|h, k, kph, p|65,50|1979
2116|hyvä|on||5/6|kt|Roihuvuori|291900|4200|3|h, kt, s|69,50|2017
2117|tyyd.|ei||2/2|kt|Puotila|208000|2930|3|h, k, kph, las...|71,00|1965
2118|hyvä|ei||3/7|kt|Taka-Töölö|486000|6658|2|-3 h +k (yhti&...|73,00|1935
2119|hyvä|on||4/7|kt|Kontula|176000|2256|3|h+k+kh+wc+p|78,00|1964
2120|hyvä|on|F|4/5|kt|Vuosaari|200000|2564|3|h, k, kph, s, ...|78,00|1995
2121|hyvä|on|C|3/4|kt|Viikki|265000|4077|3|h, k, kph/s|65,00|2015
2122|tyyd.|ei||2/3|kt|Etelä-haaga|275000|3986|3|h, k, parveke|69,00|1963
2123|tyyd.|on|G|4/6|kt|Munkkiniemi|380000|4903|3|h, k, kph, vh,...|77,50|1951
2124|hyvä|ei|E|2/3|kt|Tapanila|165000|2578|3|h, k, kph, vh,...|64,00|1966
2125|hyvä|on||1/5|kt|Harju|226000|3373|3|h, avok, kph|67,00|1926
2126|tyyd.|on|G|6/8|kt|Kontula|129000|1792|3|h, k, kph, vh,...|72,00|1967
2127|tyyd.|on|E|5/7|kt|Kontula|120206|1647|3|h, k|73,00|1967
2128|hyvä|ei||3/3|kt|Kurkimäki|182000|2443|3|h, k, kph, las...|74,50|1988
2129|tyyd.|ei|E|-1/2|rt|Suutarila|236000|2896|3|h+k+kph+s+eril...|81,50|1980
2130|tyyd.|on|E|4/6|kt|Etu-Töölö|500500|5958|3|h+k|84,00|1935
2131|hyvä|ei|F|1/4|kt|Oulunkylä|260000|4262|3|h, k|61,00|1956
2132|hyvä|on|F2007|1/6|kt|Vuosaari|175000|2333|3|h, k, kh, eril...|75,00|1971
2133|tyyd.|ei||2/2|rt|Vesala|165000|2081|3|h, k, s|79,30|1975
2134|hyvä|ei|D2012|-1/2|rt|Kannelmäki|262000|3296|3|h, k, rt, kph,...|79,50|2002
2135|hyvä|ei|F|1/3|kt|Puotinharju|210000|3415|2|-3 h, keitti...|61,50|1964
2136|hyvä|ei|F|1/3|kt|Etelä-haaga|317000|4953|3|h, avok., kph,...|64,00|1958
2137|hyvä|ei|D|1/1|rt|Itä-pakila|300000|3974|3| h, k, kph, sa...|75,50|1983
2138|hyvä|on|F|2/5|kt|Vallila|413400|4951|3|h+k+s+lasitett...|83,50|2013
2139|hyvä|ei|E2007|3/4|kt|Pihlajamäki|176000|2607|3|h, k ja lasite...|67,50|1963
2140|hyvä|on|F|2/6|kt|Viikki|310000|4026|3|h, k, s|77,00|2004
2141|hyvä|ei||3/5|kt|Ullanlinna|455000|6947|3|H+K+parveke|65,50|1956
2142|tyyd.|on|F|4/4|kt|Myllypuro|149000|2224|3| h, k, kh, p|67,00|1970
2143|tyyd.|ei|D|1/3|kt|Mellunmäki|149000|2041|3|h, k|73,00|1974
2144|hyvä|on|D|2/4|kt|Konala|245000|3289|3|h, k, s|74,50|2012
2145|tyyd.|on|D|3/4|kt|Etelä-haaga|461500|5366|3|h,k,kph,s,wc,p...|86,00|2000
2146|tyyd.|on|G|6/9|kt|Kontula|120000|1846|3|h, k, kph, par...|65,00|1969
2147|hyvä|on|C|3/6|kt|Aurinkolahti|340000|4224|3|h,k,kph,wc,s,p,vh|80,50|2008
2148|hyvä|ei|E|-1/2|rt|Tammisalo|350000|4023|3|-4h, avok., kp...|87,00|1958
2149|hyvä|ei|E|1/3|kt|Kurkimäki|202500|2301|3|-4h+k+kph+wc+piha|88,00|1988
2150|hyvä|ei||2/3|kt|Malminkartano|223000|2823|3|h+avokeitti...|79,00|1987
2151|tyyd.|on|D2007|1/5|kt|Katajanokka|360000|4557|3|h, k, kph, eri...|79,00|1982
2152|hyvä|ei||1/1|rt|Suutarila|218500|2933|3|h+avok.+kph+s+...|74,50|1985
2153|hyvä|on|C|3/6|kt|Vallila|509000|6363|3|-4h, kt, s, vh...|80,00|2011
2154|tyyd.|ei|E2007|3/3|kt|Veräjämäki|239000|3366|3|h, k, kph, vh,...|71,00|1964
2155|hyvä|on|D2007|3/7|kt|Arabianranta|410000|5578|3|h+k+rt+s+erill...|73,50|2003
2156|tyyd.|ei|F|3/3|kt|Vuosaari|165000|2215|3|h, k|74,50|1991
2157|hyvä|ei||1/7|kt|Aurinkolahti|290000|3671|3|h, k, kph, s, ...|79,00|2000
2158|hyvä|on|D2007|2/6|kt|Taka-töölö|428000|7133|3|h, k, kph|60,00|1934
2159|hyvä|on|D|5/7|kt|Etu-Töölö|560000|7887|3|h, avok, kph, ...|71,00|2011
2160|tyyd.|on|E2007|2/8|kt|Myllypuro|172500|2315|3|h, k|74,50|1964
2161|tyyd.|ei||1/3|kt|Lauttasaari|365000|4679|3|h, kk, kph, 2 ...|78,00|1963
2162|hyvä|ei|D|1/5|kt|Kruununhaka|620000|6920|3|h, k, ph, etei...|89,60|1904
2163|hyvä|ei|F|2/4|kt|Roihuvuori|220000|3188|3|h, k, kph|69,00|1959
2164|tyyd.|ei|E|2/2|kt|Oulunkylä|240000|3453|3|h, k, s|69,50|1981
2165|hyvä|on|E|2/4|kt|Kulosaari|364400|4702|3|h, k, kph, vh,...|77,50|1960
2166|tyyd.|on||4/4|kt|Pajamäki|222000|3895|3|h+kk+p|57,00|1958
2167|hyvä|ei||2/4|kt|Etelä-haaga|275000|4104|3|h, k, kph, par...|67,00|1959
2168|hyvä|on|F2007|4/5|kt|Laajasalo|475000|4095|3|h, k, rt, kph,...|116,00|1972
2169|tyyd.|ei|F2007|1/4|kt|Käpylä|279100|4229|3|h, k, kph, par...|66,00|1952
2170|tyyd.|ei|F|2/3|kt|Kannelmäki|195000|2635|3|h+k+s|74,00|1991
2171|hyvä|ei||-1/2|rt|Myllypuro|290000|3372|3|h, avok, kph, ...|86,00|2003
2172|tyyd.|on|E|3/7|kt|Itä-pasila|249000|3411|3|h, k, lasitett...|73,00|1977
2173|hyvä|on|D|2/5|kt|Herttoniemi|392000|5026|3|h, avok, kph, ...|78,00|2001
2174|hyvä|ei||3/3|kt|Kannelmäki|216000|3612|3|h,kk|59,80|1959
2175|hyvä|on||6/6|kt|Taka-töölö|403000|6500|3|h, avokeitti...|62,00|1939
2176|hyvä|on||4/4|kt|Kannelmäki|198000|2769|3|h,k,kph,las.p|71,50|1973
2177|tyyd.|on||4/8|kt|Itä-pasila|245000|3379|3|h, k, kph, eri...|72,50|1977
2178|hyvä|on|D|2/6|kt|Aurinkolahti|310000|4218|3|h, k, saunaos,...|73,50|2009
2179|hyvä|ei|D2007|1/2|kt|Heikinlaakso|195000|2617|3|h+k+kph+las.pa...|74,50|1980
2180|tyyd.|on|E|2/8|kt|Näkinpuisto|372600|4871|3|h,k,s|76,50|1985
2181|hyvä|ei|G|2/5|kt|Etu-Töölö|595000|6800|3|h, k, 2 x kph |87,50|1914
2182|hyvä|on|B2007|1/8|kt|Munkkisaari|690000|7797|3|h, avok, kph, ...|88,50|2012
2183|hyvä|ei||5/5|kt|Harju|500000|5000|2|-4h, k, kph, e...|100,00|1911
2184|hyvä|ei|D|2/3|kt|Oulunkylä|261000|4789|3|h, k, parveke|54,50|1965
2185|tyyd.|on|F|2/4|kt|Etelä-haaga|275000|4622|3| h, k, lasitet...|59,50|1960
2186|tyyd.|on|F|1/4|kt|Maunula|198000|3118|3|h,k,kph,vh,las...|63,50|1959
2187|hyvä|on|E|3/6|kt|Munkkivuori|310000|4769|3|h, k, kph, las...|65,00|1958
2188|hyvä|on|F2007|10/10|kt|Pohjois-haaga|251000|3803|3|h, k, kph, vh,...|66,00|1956
2189|hyvä|on||2/7|kt|Kamppi|555000|7603|3|h, kt, s|73,00|2016
2190|hyvä|ei||4/7|kt|Taka-Töölö|490000|6622|2|-3 h +k (yhti&...|74,00|1935
2191|hyvä|on||4/6|kt|Viikki|295000|3907|3|h, k, s/kph, l...|75,50|2004
2192|hyvä|on|E|4/4|kt|Ruskeasuo|542000|6266|3|h, k, kph + s,...|86,50|2007
2193|huono|on|F|5/5|kt|Kruununhaka|572500|5613|3|h+kk+halli+wc|102,00|1912
2194|tyyd.|ei|E2007|2/3|kt|Etelä-haaga|255500|4563|3|h, k, kph, vh,...|56,00|1957
2195|hyvä|ei|G|3/5|kt|Munkkivuori|280000|4480|3| h, k, kh, par...|62,50|1957
2196|hyvä|ei||1/6|kt|Arabianranta|385000|5704|3| h, k, kph, s,...|67,50|2001
2197|hyvä|ei|F2007|4/4|kt|Etelä-haaga|250000|3676|3| h, k, kph, vh...|68,00|1962
2198|tyyd.|on|E2007|2/7|kt|Kontula|160000|2207|3|h, k|72,50|1966
2199|hyvä|on|E|1/7|kt|Herttoniemi|371500|5124|3|h, avok, s, 2x...|72,50|2007
2200|tyyd.|on||4/6|kt|Taka-töölö|520000|5503|3|h, k, s, erill...|94,50|1982
2201|tyyd.|ei||4/4|kt|Vanhakaupunki|262000|4596|3|h, k, kph, p|57,00|1949
2202|tyyd.|ei|E|3/3|kt|Jakomäki|148000|2114|3|h, k, s, parveke|70,00|1988
2203|tyyd.|ei||2/4|kt|Kruununhaka|375000|4934|3|h, kk, erill.w...|76,00|1906
2204|tyyd.|ei|E|1/1|rt|Puistola|160000|2092|3|h+k+kph+s|76,50|1977
2205|hyvä|ei|E|-1/2|rt|Siltamäki|200000|2564|3|h, k, s|78,00|1979
2206|tyyd.|on|E2007|4/4|kt|Etelä-haaga|293000|4883|3| h+k+p|60,00|1963
2207|hyvä|ei||-1/2|rt|Tapanila|262000|3403|3|h, k, s|77,00|1990
2208|hyvä|ei|D2007|1/4|kt|Myllypuro|158000|2026|3| h, k, kph, wc...|78,00|1965
2209|hyvä|on||6/8|kt|Viikki|265000|3212|3|h, k, s|82,50|2006
2210|tyyd.|ei|E|1/4|kt|Malmi|185000|2176|3|h+k+s+ terassi...|85,00|1983
2211|hyvä|on||2/5|kt|Roihuvuori|298900|4067|3|h, kk, s|73,50|2017
2212|hyvä|ei||2/3|kt|Lassila|265000|3557|3|h,k,kph,wc,s,l...|74,50|1981
2213|hyvä|ei|E2007|1/2|rt|Veräjämäki|349100|4283|3|h, k, kph, sau...|81,50|1986
2214|hyvä|on|G|3/4|kt|Etelä-haaga|340000|5000|3|h, k, kh, las....|68,00|1964
2215|hyvä|on||5/6|kt|Etu-Töölö|575000|6461|3|h, kk, kph|89,00|1927
2216|hyvä|on||6/6|kt|Hermanni|293000|4204|3|h+k+kph+parveke|69,70|1957
2217|hyvä|ei||1/7|kt|Taka-töölö|375000|5068|3| H + K+ KPH+ E...|74,00|1955
2218|tyyd.|ei||3/3|kt|Patola|150000|1961|3|h, k, kph, wc,...|76,50|1972
2219|tyyd.|ei|D2007|1/4|kt|Punavuori|643000|5954|3| h, k, kph, s|108,00|1891
2220|hyvä|on|B|3/6|kt|Vuosaari|260000|3969|3|h, avokeitti...|65,50|2012
2221|hyvä|on||4/5|kt|Lauttasaari|380000|5507|3|h, k,kph,vh,pa...|69,00|1958
2222|hyvä|on||7/8|kt|Kontula|125000|1667|3|h,k,vh,kph,wc,p|75,00|1967
2223|hyvä|ei||1/2|rt|Hakuninmaa|352000|3868|3|h, k, tk, vh, ...|91,00|2008
2224|hyvä|on||3/6|kt|Munkkiniemi|525000|5707|3|h, k|92,00|1950
2225|hyvä|on||1/4|kt|Munkkiniemi|440000|3860|3|h, keittiö...|114,00|1956
2226|hyvä|ei||1/2|rt|Konala|334000|3929|3|h, avok, kph, ...|85,00|2010
2227|tyyd.|on|G|1/8|kt|Kontula|118000|1983|3|h, k|59,50|1966
2228|hyvä|ei|E|1/1|rt|Vuosaari|257000|4112|3|h+k+s|62,50|1987
2229|hyvä|ei||2/2|kt|Koskela|274000|4215|3|h, avok, kph, p|65,00|1941
2230|tyyd.|ei|F|2/4|kt|Myllypuro|139000|1782|3|h+k|78,00|1965
2231|tyyd.|ei|F2007|1/1|rt|Torpparinmäki|235000|3333|3|h, k, kph, var...|70,50|1988
2232|tyyd.|ei|E2007|3/3|kt|Patola|195000|2422|3|h, k, rt, eril...|80,50|1972
2233|tyyd.|ei|E|2/2|kt|Pitäjänmäki|215000|2671|3| h, k, kph, er...|80,50|1965
2234|hyvä|on|E2007|4/5|kt|Herttoniemi|435500|5311|3|h, k, s, vh, k...|82,00|2001
2235|tyyd.|on|C|3/7|kt|Kamppi|835000|5076|3|h, k, aputilat.|164,50|1925
2236|hyvä|ei|E2007|1/4|kt|Etelä-haaga|305000|4692|3|h, k, kph, las...|65,00|1964
2237|tyyd.|ei|F|2/4|kt|Maunula|173000|2507|2| mh, oh, k, kp...|69,00|1963
2238|hyvä|on|B2007|4/7|kt|Jätkäsaari|921100|8489|3|-4h+kt+s+parveke|108,50|2015
2239|hyvä|ei|E2007|3/3|kt|Etelä-haaga|305000|4841|3|h, avok., kph,...|63,00|1959
